 Municipio, Mesa, Censo, Censo total, Votos_electores, Votos_interventores, Votos_totales, Votos_nulos, Votos_blancos, P.S.O.E., F.I.A., CHA, EB, BAR, I.U., P.P., P.C.P.E., PACMA, UPyD, COMPROMISO CON ARAGON, PAR, PODEMOS, EQUO, C`s, RECORTES CERO
 Calatayud, 1-006 -A, 563.0, 563.0, 361.0, 0.0, 361.0, 6.0, 8.0, 44.0, 1.0, 14.0, 0.0, 0.0, 9.0, 132.0, 0.0, 4.0, 1.0, 1.0, 42.0, 54.0, 0.0, 45.0, 0.0
 Calatayud, 1-006 -B, 653.0, 653.0, 405.0, 0.0, 405.0, 5.0, 14.0, 51.0, 0.0, 18.0, 0.0, 0.0, 14.0, 151.0, 0.0, 2.0, 1.0, 1.0, 32.0, 71.0, 0.0, 45.0, 0.0
 Calatayud, 2-001 -A, 585.0, 585.0, 437.0, 0.0, 437.0, 12.0, 7.0, 83.0, 0.0, 20.0, 2.0, 0.0, 8.0, 144.0, 3.0, 1.0, 2.0, 0.0, 41.0, 69.0, 2.0, 43.0, 0.0
 Calatayud, 2-001 -B, 544.0, 544.0, 390.0, 0.0, 390.0, 11.0, 12.0, 70.0, 0.0, 11.0, 0.0, 1.0, 9.0, 129.0, 0.0, 2.0, 0.0, 0.0, 58.0, 52.0, 1.0, 34.0, 0.0
 Calatayud, 2-002 -A, 513.0, 513.0, 370.0, 0.0, 370.0, 8.0, 15.0, 64.0, 0.0, 16.0, 3.0, 0.0, 6.0, 129.0, 0.0, 0.0, 0.0, 0.0, 42.0, 59.0, 0.0, 28.0, 0.0
 Calatayud, 2-002 -B, 550.0, 550.0, 380.0, 0.0, 380.0, 11.0, 7.0, 61.0, 0.0, 5.0, 3.0, 0.0, 10.0, 136.0, 0.0, 3.0, 1.0, 0.0, 35.0, 55.0, 0.0, 53.0, 0.0
 Calatayud, 2-003 -A, 449.0, 449.0, 243.0, 0.0, 243.0, 3.0, 8.0, 39.0, 0.0, 9.0, 0.0, 1.0, 5.0, 79.0, 0.0, 2.0, 5.0, 0.0, 29.0, 34.0, 1.0, 28.0, 0.0
 Calatayud, 2-003 -B, 515.0, 515.0, 257.0, 0.0, 257.0, 0.0, 7.0, 34.0, 0.0, 14.0, 2.0, 0.0, 9.0, 83.0, 0.0, 4.0, 0.0, 0.0, 28.0, 45.0, 0.0, 31.0, 0.0
 Calatayud, 2-004 -A, 404.0, 404.0, 304.0, 0.0, 304.0, 3.0, 14.0, 61.0, 1.0, 10.0, 1.0, 0.0, 4.0, 110.0, 0.0, 3.0, 0.0, 0.0, 16.0, 47.0, 0.0, 34.0, 0.0
 Calatayud, 2-004 -B, 470.0, 470.0, 331.0, 0.0, 331.0, 7.0, 8.0, 45.0, 0.0, 13.0, 0.0, 0.0, 6.0, 117.0, 0.0, 2.0, 1.0, 2.0, 27.0, 52.0, 0.0, 51.0, 0.0
 Calatayud, 2-005 -A, 491.0, 491.0, 356.0, 0.0, 356.0, 10.0, 4.0, 65.0, 0.0, 13.0, 1.0, 0.0, 11.0, 112.0, 0.0, 1.0, 1.0, 0.0, 35.0, 64.0, 0.0, 39.0, 0.0
 Calatayud, 2-005 -B, 543.0, 543.0, 392.0, 0.0, 392.0, 12.0, 7.0, 69.0, 0.0, 12.0, 3.0, 1.0, 15.0, 124.0, 0.0, 5.0, 1.0, 0.0, 38.0, 56.0, 1.0, 48.0, 0.0
 Calatayud, 3-001 -A, 431.0, 431.0, 269.0, 0.0, 269.0, 4.0, 3.0, 68.0, 0.0, 15.0, 2.0, 0.0, 7.0, 62.0, 1.0, 2.0, 1.0, 0.0, 43.0, 47.0, 0.0, 13.0, 1.0
 Calatayud, 3-001 -B, 442.0, 442.0, 273.0, 0.0, 273.0, 7.0, 0.0, 62.0, 0.0, 14.0, 1.0, 0.0, 8.0, 65.0, 1.0, 0.0, 0.0, 0.0, 52.0, 37.0, 0.0, 26.0, 0.0
 Calatayud, 3-002 -U, 552.0, 552.0, 338.0, 0.0, 338.0, 5.0, 6.0, 90.0, 2.0, 13.0, 2.0, 0.0, 6.0, 74.0, 0.0, 0.0, 0.0, 1.0, 40.0, 71.0, 0.0, 28.0, 0.0
 Calatayud, 4-001 -U, 617.0, 617.0, 413.0, 0.0, 413.0, 6.0, 5.0, 87.0, 0.0, 2.0, 3.0, 0.0, 3.0, 144.0, 0.0, 4.0, 6.0, 0.0, 49.0, 60.0, 3.0, 41.0, 0.0
 Calatorao, 1-001 -U, 718.0, 718.0, 518.0, 1.0, 519.0, 8.0, 7.0, 175.0, 0.0, 8.0, 4.0, 0.0, 9.0, 157.0, 0.0, 1.0, 3.0, 0.0, 42.0, 78.0, 0.0, 27.0, 0.0
 Calatorao, 1-002 -A, 629.0, 629.0, 454.0, 0.0, 454.0, 6.0, 7.0, 146.0, 0.0, 9.0, 0.0, 0.0, 4.0, 159.0, 0.0, 0.0, 1.0, 0.0, 31.0, 75.0, 0.0, 16.0, 0.0
 Calatorao, 1-002 -B, 659.0, 659.0, 453.0, 0.0, 453.0, 7.0, 17.0, 153.0, 0.0, 12.0, 1.0, 0.0, 7.0, 121.0, 1.0, 2.0, 1.0, 1.0, 32.0, 73.0, 0.0, 25.0, 0.0
 Calcena, 1-001 -U, 78.0, 78.0, 65.0, 0.0, 65.0, 0.0, 0.0, 26.0, 0.0, 5.0, 0.0, 0.0, 1.0, 14.0, 1.0, 2.0, 0.0, 0.0, 2.0, 8.0, 0.0, 6.0, 0.0
 Calmarza, 1-001 -U, 66.0, 66.0, 53.0, 0.0, 53.0, 0.0, 0.0, 27.0, 0.0, 1.0, 0.0, 0.0, 1.0, 14.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 1.0, 0.0
 Campillo de Arag?, 1-001 -U, 127.0, 127.0, 97.0, 0.0, 97.0, 5.0, 0.0, 10.0, 0.0, 1.0, 0.0, 0.0, 0.0, 39.0, 0.0, 0.0, 0.0, 0.0, 31.0, 5.0, 1.0, 4.0, 1.0
 Carenas, 1-001 -U, 169.0, 169.0, 130.0, 0.0, 130.0, 5.0, 0.0, 15.0, 0.0, 3.0, 0.0, 0.0, 1.0, 70.0, 0.0, 1.0, 0.0, 0.0, 4.0, 17.0, 0.0, 12.0, 2.0
 Cari?na, 1-001 -A, 433.0, 433.0, 336.0, 0.0, 336.0, 7.0, 3.0, 104.0, 0.0, 34.0, 2.0, 1.0, 10.0, 107.0, 0.0, 1.0, 1.0, 0.0, 18.0, 38.0, 0.0, 10.0, 0.0
 Cari?na, 1-001 -B, 623.0, 623.0, 470.0, 0.0, 470.0, 8.0, 12.0, 130.0, 0.0, 52.0, 0.0, 0.0, 8.0, 157.0, 2.0, 1.0, 1.0, 0.0, 21.0, 55.0, 0.0, 23.0, 0.0
 Cari?na, 1-001 -C, 489.0, 489.0, 370.0, 0.0, 370.0, 8.0, 10.0, 118.0, 0.0, 32.0, 2.0, 0.0, 4.0, 114.0, 0.0, 4.0, 1.0, 0.0, 28.0, 34.0, 0.0, 15.0, 0.0
 Cari?na, 2-001 -U, 603.0, 603.0, 492.0, 0.0, 492.0, 11.0, 8.0, 152.0, 0.0, 35.0, 1.0, 0.0, 18.0, 154.0, 1.0, 0.0, 0.0, 1.0, 24.0, 61.0, 0.0, 26.0, 0.0
 Caspe, 1-001 -A, 448.0, 448.0, 271.0, 1.0, 272.0, 3.0, 3.0, 81.0, 0.0, 15.0, 0.0, 0.0, 8.0, 64.0, 0.0, 1.0, 2.0, 0.0, 27.0, 52.0, 0.0, 16.0, 0.0
 Caspe, 1-001 -B, 376.0, 376.0, 228.0, 1.0, 229.0, 5.0, 3.0, 82.0, 0.0, 17.0, 0.0, 1.0, 5.0, 44.0, 0.0, 2.0, 1.0, 0.0, 12.0, 43.0, 0.0, 14.0, 0.0
 Caspe, 2-001 -A, 410.0, 410.0, 276.0, 1.0, 277.0, 3.0, 7.0, 87.0, 0.0, 19.0, 1.0, 0.0, 1.0, 78.0, 1.0, 1.0, 1.0, 2.0, 20.0, 40.0, 1.0, 15.0, 0.0
 Caspe, 2-001 -B, 374.0, 374.0, 227.0, 2.0, 229.0, 4.0, 5.0, 72.0, 0.0, 6.0, 1.0, 0.0, 3.0, 62.0, 0.0, 1.0, 1.0, 1.0, 20.0, 38.0, 0.0, 15.0, 0.0
 Caspe, 3-001 -A, 683.0, 683.0, 506.0, 1.0, 507.0, 15.0, 7.0, 134.0, 0.0, 23.0, 0.0, 0.0, 12.0, 133.0, 2.0, 4.0, 0.0, 0.0, 30.0, 107.0, 0.0, 40.0, 0.0
 Caspe, 3-001 -B, 601.0, 601.0, 436.0, 0.0, 436.0, 9.0, 14.0, 119.0, 0.0, 22.0, 4.0, 2.0, 8.0, 106.0, 0.0, 4.0, 3.0, 2.0, 28.0, 80.0, 0.0, 35.0, 0.0
 Caspe, 3-002 -A, 560.0, 560.0, 383.0, 0.0, 383.0, 9.0, 5.0, 121.0, 0.0, 25.0, 0.0, 0.0, 4.0, 94.0, 0.0, 1.0, 2.0, 2.0, 25.0, 75.0, 0.0, 19.0, 1.0
 Caspe, 3-002 -B, 499.0, 499.0, 359.0, 2.0, 361.0, 13.0, 7.0, 105.0, 0.0, 14.0, 0.0, 2.0, 7.0, 97.0, 0.0, 1.0, 1.0, 0.0, 22.0, 73.0, 1.0, 18.0, 0.0
 Caspe, 4-001 -A, 540.0, 540.0, 361.0, 1.0, 362.0, 11.0, 4.0, 100.0, 0.0, 38.0, 2.0, 0.0, 2.0, 93.0, 2.0, 2.0, 1.0, 0.0, 25.0, 64.0, 0.0, 18.0, 0.0
 Caspe, 4-001 -B, 494.0, 494.0, 318.0, 0.0, 318.0, 10.0, 4.0, 92.0, 0.0, 18.0, 2.0, 0.0, 5.0, 88.0, 5.0, 2.0, 1.0, 0.0, 17.0, 56.0, 0.0, 18.0, 0.0
 Caspe, 4-002 -A, 734.0, 734.0, 540.0, 1.0, 541.0, 7.0, 11.0, 166.0, 0.0, 39.0, 4.0, 0.0, 6.0, 113.0, 0.0, 3.0, 3.0, 1.0, 32.0, 115.0, 1.0, 38.0, 2.0
 Caspe, 4-002 -B, 705.0, 705.0, 474.0, 0.0, 474.0, 8.0, 11.0, 115.0, 0.0, 41.0, 2.0, 0.0, 5.0, 123.0, 1.0, 4.0, 2.0, 4.0, 22.0, 94.0, 0.0, 42.0, 0.0
 Castej? de Alarba, 1-001 -U, 87.0, 87.0, 68.0, 0.0, 68.0, 1.0, 1.0, 13.0, 0.0, 2.0, 0.0, 0.0, 2.0, 34.0, 0.0, 0.0, 0.0, 0.0, 13.0, 1.0, 0.0, 0.0, 1.0
 Castej? de las Armas, 1-001 -U, 92.0, 92.0, 79.0, 0.0, 79.0, 0.0, 0.0, 29.0, 0.0, 0.0, 0.0, 0.0, 5.0, 21.0, 0.0, 4.0, 0.0, 0.0, 2.0, 13.0, 0.0, 5.0, 0.0
 Castej? de Valdejasa, 1-001 -U, 227.0, 227.0, 173.0, 0.0, 173.0, 0.0, 1.0, 75.0, 0.0, 2.0, 1.0, 0.0, 0.0, 54.0, 0.0, 1.0, 3.0, 0.0, 2.0, 28.0, 0.0, 6.0, 0.0
 Castiliscar, 1-001 -U, 252.0, 252.0, 200.0, 0.0, 200.0, 4.0, 3.0, 75.0, 0.0, 18.0, 0.0, 0.0, 4.0, 57.0, 0.0, 0.0, 0.0, 0.0, 2.0, 34.0, 0.0, 3.0, 0.0
 Cervera de la Ca?da, 1-001 -U, 255.0, 255.0, 233.0, 0.0, 233.0, 1.0, 2.0, 79.0, 0.0, 6.0, 0.0, 1.0, 2.0, 31.0, 0.0, 0.0, 0.0, 0.0, 62.0, 32.0, 0.0, 17.0, 0.0
 Cerveruela, 1-001 -U, 32.0, 32.0, 27.0, 0.0, 27.0, 0.0, 0.0, 1.0, 0.0, 5.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 12.0, 5.0, 0.0, 0.0, 0.0
 Cetina, 1-001 -U, 528.0, 528.0, 425.0, 0.0, 425.0, 4.0, 6.0, 135.0, 0.0, 2.0, 3.0, 0.0, 12.0, 122.0, 0.0, 1.0, 0.0, 0.0, 84.0, 38.0, 0.0, 17.0, 1.0
 Chiprana, 1-001 -U, 320.0, 320.0, 274.0, 0.0, 274.0, 2.0, 5.0, 99.0, 0.0, 3.0, 0.0, 0.0, 8.0, 100.0, 0.0, 0.0, 2.0, 0.0, 6.0, 22.0, 0.0, 25.0, 2.0
 Chodes, 1-001 -U, 97.0, 97.0, 72.0, 0.0, 72.0, 1.0, 1.0, 18.0, 0.0, 3.0, 0.0, 0.0, 2.0, 26.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0, 5.0, 0.0
 Cimballa, 1-001 -U, 94.0, 94.0, 82.0, 0.0, 82.0, 0.0, 0.0, 12.0, 0.0, 1.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 36.0, 6.0, 0.0, 6.0, 0.0
 Cinco Olivas, 1-001 -U, 87.0, 87.0, 72.0, 0.0, 72.0, 0.0, 0.0, 19.0, 0.0, 1.0, 1.0, 0.0, 0.0, 11.0, 0.0, 2.0, 0.0, 0.0, 9.0, 27.0, 1.0, 1.0, 0.0
 Clar? de Ribota, 1-001 -U, 77.0, 77.0, 64.0, 0.0, 64.0, 0.0, 0.0, 16.0, 0.0, 2.0, 0.0, 0.0, 2.0, 20.0, 0.0, 0.0, 0.0, 0.0, 16.0, 7.0, 0.0, 0.0, 1.0
 Codo, 1-001 -U, 181.0, 181.0, 136.0, 0.0, 136.0, 10.0, 0.0, 25.0, 0.0, 2.0, 1.0, 0.0, 1.0, 59.0, 0.0, 0.0, 0.0, 0.0, 20.0, 15.0, 0.0, 3.0, 0.0
 Codos, 1-001 -U, 176.0, 176.0, 127.0, 0.0, 127.0, 3.0, 1.0, 58.0, 0.0, 5.0, 2.0, 0.0, 3.0, 12.0, 0.0, 0.0, 0.0, 0.0, 20.0, 16.0, 0.0, 6.0, 1.0
 Contamina, 1-001 -U, 28.0, 28.0, 17.0, 0.0, 17.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 7.0, 1.0, 0.0, 1.0, 0.0
 Cosuenda, 1-001 -U, 317.0, 317.0, 274.0, 0.0, 274.0, 3.0, 6.0, 148.0, 0.0, 5.0, 0.0, 0.0, 5.0, 75.0, 0.0, 0.0, 0.0, 0.0, 7.0, 13.0, 0.0, 12.0, 0.0
 Cuarte de Huerva, 1-001 -A, 548.0, 548.0, 373.0, 0.0, 373.0, 2.0, 8.0, 27.0, 1.0, 6.0, 1.0, 0.0, 4.0, 144.0, 2.0, 1.0, 2.0, 0.0, 36.0, 52.0, 1.0, 86.0, 0.0
 Cuarte de Huerva, 1-001 -B, 572.0, 572.0, 402.0, 0.0, 402.0, 4.0, 9.0, 27.0, 1.0, 8.0, 1.0, 0.0, 8.0, 167.0, 0.0, 3.0, 4.0, 1.0, 28.0, 62.0, 2.0, 77.0, 0.0
 Cuarte de Huerva, 1-002 -A, 794.0, 794.0, 507.0, 0.0, 507.0, 3.0, 4.0, 47.0, 1.0, 33.0, 3.0, 0.0, 10.0, 120.0, 0.0, 5.0, 6.0, 2.0, 59.0, 102.0, 1.0, 111.0, 0.0
 Cuarte de Huerva, 1-002 -B, 854.0, 854.0, 540.0, 0.0, 540.0, 3.0, 7.0, 52.0, 2.0, 32.0, 9.0, 0.0, 6.0, 175.0, 0.0, 7.0, 5.0, 1.0, 54.0, 109.0, 0.0, 76.0, 2.0
 Cuarte de Huerva, 1-003 -A, 662.0, 662.0, 432.0, 0.0, 432.0, 4.0, 8.0, 51.0, 1.0, 30.0, 10.0, 0.0, 7.0, 77.0, 0.0, 6.0, 7.0, 0.0, 50.0, 117.0, 0.0, 63.0, 1.0
 Cuarte de Huerva, 1-003 -B, 710.0, 710.0, 470.0, 0.0, 470.0, 6.0, 12.0, 65.0, 0.0, 27.0, 9.0, 0.0, 7.0, 78.0, 0.0, 6.0, 2.0, 0.0, 42.0, 128.0, 2.0, 85.0, 1.0
 Cuarte de Huerva, 1-004 -A, 817.0, 817.0, 523.0, 0.0, 523.0, 6.0, 8.0, 63.0, 1.0, 31.0, 8.0, 2.0, 18.0, 98.0, 0.0, 6.0, 10.0, 2.0, 56.0, 116.0, 0.0, 98.0, 0.0
 Cuarte de Huerva, 1-004 -B, 869.0, 869.0, 589.0, 0.0, 589.0, 4.0, 8.0, 82.0, 1.0, 31.0, 16.0, 3.0, 21.0, 120.0, 1.0, 6.0, 4.0, 1.0, 62.0, 145.0, 0.0, 83.0, 1.0
 Cuarte de Huerva, 1-005 -A, 730.0, 730.0, 451.0, 0.0, 451.0, 4.0, 7.0, 79.0, 3.0, 20.0, 3.0, 0.0, 27.0, 77.0, 0.0, 2.0, 1.0, 0.0, 68.0, 111.0, 1.0, 47.0, 1.0
 Cuarte de Huerva, 1-005 -B, 696.0, 696.0, 431.0, 0.0, 431.0, 6.0, 7.0, 68.0, 2.0, 23.0, 7.0, 0.0, 27.0, 82.0, 1.0, 8.0, 3.0, 0.0, 59.0, 99.0, 0.0, 39.0, 0.0
 Cuarte de Huerva, 1-006 -U, 780.0, 780.0, 522.0, 0.0, 522.0, 7.0, 8.0, 39.0, 4.0, 21.0, 5.0, 0.0, 10.0, 152.0, 0.0, 9.0, 1.0, 0.0, 39.0, 116.0, 0.0, 111.0, 0.0
 Cubel, 1-001 -U, 160.0, 160.0, 105.0, 0.0, 105.0, 0.0, 0.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43.0, 0.0, 0.0, 0.0, 0.0, 35.0, 4.0, 0.0, 7.0, 1.0
 Daroca, 1-001 -A, 369.0, 369.0, 278.0, 0.0, 278.0, 3.0, 4.0, 73.0, 0.0, 12.0, 0.0, 0.0, 7.0, 76.0, 0.0, 3.0, 0.0, 0.0, 62.0, 32.0, 0.0, 5.0, 1.0
 Daroca, 1-001 -B, 430.0, 430.0, 345.0, 0.0, 345.0, 4.0, 7.0, 70.0, 0.0, 18.0, 3.0, 0.0, 5.0, 84.0, 4.0, 4.0, 0.0, 0.0, 76.0, 49.0, 0.0, 20.0, 1.0
 Daroca, 2-001 -A, 409.0, 409.0, 288.0, 0.0, 288.0, 3.0, 5.0, 57.0, 0.0, 12.0, 0.0, 0.0, 6.0, 83.0, 1.0, 0.0, 1.0, 0.0, 49.0, 60.0, 0.0, 11.0, 0.0
 Daroca, 2-001 -B, 425.0, 425.0, 325.0, 0.0, 325.0, 4.0, 7.0, 82.0, 0.0, 24.0, 1.0, 0.0, 4.0, 91.0, 0.0, 2.0, 1.0, 0.0, 68.0, 25.0, 0.0, 15.0, 1.0
 Ejea de los Caballeros, 1-001 -A, 548.0, 548.0, 353.0, 2.0, 355.0, 3.0, 8.0, 151.0, 0.0, 8.0, 1.0, 1.0, 15.0, 95.0, 0.0, 1.0, 1.0, 0.0, 14.0, 43.0, 0.0, 14.0, 0.0
 Ejea de los Caballeros, 1-001 -B, 571.0, 571.0, 395.0, 2.0, 397.0, 2.0, 6.0, 152.0, 1.0, 16.0, 1.0, 0.0, 15.0, 114.0, 0.0, 0.0, 2.0, 1.0, 13.0, 55.0, 0.0, 19.0, 0.0
 Ejea de los Caballeros, 1-002 -A, 442.0, 442.0, 274.0, 1.0, 275.0, 7.0, 3.0, 139.0, 0.0, 5.0, 0.0, 0.0, 4.0, 60.0, 0.0, 1.0, 1.0, 0.0, 5.0, 33.0, 0.0, 17.0, 0.0
 Ejea de los Caballeros, 1-002 -B, 536.0, 536.0, 370.0, 2.0, 372.0, 5.0, 3.0, 164.0, 0.0, 13.0, 1.0, 0.0, 5.0, 105.0, 0.0, 1.0, 3.0, 0.0, 13.0, 42.0, 0.0, 17.0, 0.0
 Ejea de los Caballeros, 1-003 -U, 533.0, 533.0, 307.0, 2.0, 309.0, 2.0, 1.0, 193.0, 0.0, 8.0, 0.0, 0.0, 11.0, 46.0, 0.0, 2.0, 0.0, 0.0, 2.0, 39.0, 2.0, 3.0, 0.0
 Ejea de los Caballeros, 1-004 -A, 440.0, 440.0, 294.0, 0.0, 294.0, 3.0, 2.0, 163.0, 0.0, 18.0, 0.0, 0.0, 13.0, 28.0, 0.0, 0.0, 0.0, 0.0, 3.0, 63.0, 0.0, 1.0, 0.0
 Ejea de los Caballeros, 1-004 -B, 424.0, 424.0, 288.0, 2.0, 290.0, 2.0, 1.0, 171.0, 0.0, 7.0, 0.0, 0.0, 18.0, 35.0, 2.0, 4.0, 1.0, 0.0, 5.0, 39.0, 0.0, 5.0, 0.0
 Ejea de los Caballeros, 1-005 -A, 400.0, 400.0, 246.0, 0.0, 246.0, 0.0, 3.0, 104.0, 0.0, 6.0, 1.0, 0.0, 17.0, 46.0, 7.0, 0.0, 1.0, 0.0, 4.0, 49.0, 0.0, 8.0, 0.0
 Ejea de los Caballeros, 1-005 -B, 259.0, 259.0, 166.0, 0.0, 166.0, 3.0, 9.0, 59.0, 0.0, 2.0, 0.0, 0.0, 11.0, 46.0, 0.0, 1.0, 0.0, 0.0, 5.0, 26.0, 0.0, 4.0, 0.0
 Ejea de los Caballeros, 1-005 -C, 589.0, 589.0, 380.0, 0.0, 380.0, 4.0, 11.0, 140.0, 1.0, 24.0, 3.0, 1.0, 58.0, 32.0, 1.0, 0.0, 0.0, 0.0, 12.0, 83.0, 0.0, 10.0, 0.0
 Ejea de los Caballeros, 1-007 -A, 463.0, 463.0, 301.0, 1.0, 302.0, 4.0, 3.0, 166.0, 0.0, 19.0, 0.0, 0.0, 11.0, 37.0, 0.0, 3.0, 1.0, 0.0, 4.0, 39.0, 0.0, 15.0, 0.0
 Ejea de los Caballeros, 1-007 -B, 534.0, 534.0, 366.0, 2.0, 368.0, 1.0, 10.0, 175.0, 1.0, 18.0, 3.0, 0.0, 15.0, 72.0, 0.0, 0.0, 1.0, 1.0, 8.0, 54.0, 1.0, 8.0, 0.0
 Ejea de los Caballeros, 2-001 -U, 702.0, 702.0, 456.0, 2.0, 458.0, 5.0, 3.0, 242.0, 0.0, 19.0, 2.0, 0.0, 10.0, 97.0, 1.0, 5.0, 0.0, 0.0, 14.0, 47.0, 2.0, 11.0, 0.0
 Ejea de los Caballeros, 2-002 -A, 390.0, 390.0, 254.0, 2.0, 256.0, 3.0, 2.0, 127.0, 0.0, 12.0, 0.0, 0.0, 7.0, 66.0, 0.0, 0.0, 0.0, 0.0, 7.0, 24.0, 0.0, 8.0, 0.0
 Ejea de los Caballeros, 2-002 -B, 474.0, 474.0, 307.0, 2.0, 309.0, 5.0, 5.0, 145.0, 0.0, 13.0, 0.0, 1.0, 17.0, 72.0, 0.0, 1.0, 0.0, 0.0, 5.0, 30.0, 1.0, 13.0, 1.0
 Ejea de los Caballeros, 2-003 -A, 524.0, 524.0, 350.0, 2.0, 352.0, 6.0, 10.0, 158.0, 0.0, 10.0, 1.0, 0.0, 15.0, 90.0, 0.0, 1.0, 1.0, 0.0, 5.0, 38.0, 1.0, 16.0, 0.0
 Ejea de los Caballeros, 2-003 -B, 586.0, 586.0, 411.0, 1.0, 412.0, 2.0, 7.0, 181.0, 0.0, 8.0, 3.0, 0.0, 10.0, 114.0, 0.0, 1.0, 1.0, 0.0, 12.0, 51.0, 0.0, 22.0, 0.0
 Ejea de los Caballeros, 2-004 -A, 452.0, 452.0, 326.0, 0.0, 326.0, 2.0, 2.0, 162.0, 1.0, 3.0, 0.0, 0.0, 26.0, 60.0, 3.0, 2.0, 3.0, 0.0, 17.0, 38.0, 1.0, 6.0, 0.0
 Ejea de los Caballeros, 2-004 -B, 332.0, 332.0, 224.0, 0.0, 224.0, 3.0, 1.0, 102.0, 0.0, 30.0, 0.0, 0.0, 5.0, 41.0, 0.0, 0.0, 6.0, 0.0, 5.0, 20.0, 0.0, 11.0, 0.0
 Ejea de los Caballeros, 2-004 -C, 423.0, 423.0, 320.0, 0.0, 320.0, 5.0, 5.0, 152.0, 0.0, 9.0, 1.0, 0.0, 22.0, 76.0, 0.0, 0.0, 1.0, 1.0, 4.0, 40.0, 0.0, 4.0, 0.0
 Ejea de los Caballeros, 2-006 -A, 410.0, 410.0, 282.0, 1.0, 283.0, 2.0, 6.0, 150.0, 0.0, 5.0, 0.0, 0.0, 9.0, 65.0, 0.0, 2.0, 2.0, 2.0, 6.0, 24.0, 1.0, 9.0, 0.0
 Ejea de los Caballeros, 2-006 -B, 459.0, 459.0, 333.0, 2.0, 335.0, 2.0, 6.0, 155.0, 0.0, 9.0, 1.0, 0.0, 10.0, 95.0, 0.0, 1.0, 2.0, 0.0, 6.0, 41.0, 0.0, 7.0, 0.0
 Ejea de los Caballeros, 2-007 -A, 461.0, 461.0, 309.0, 2.0, 311.0, 3.0, 7.0, 142.0, 0.0, 10.0, 3.0, 0.0, 8.0, 72.0, 1.0, 0.0, 1.0, 0.0, 9.0, 37.0, 0.0, 18.0, 0.0
 Ejea de los Caballeros, 2-007 -B, 434.0, 434.0, 294.0, 0.0, 294.0, 2.0, 12.0, 134.0, 0.0, 7.0, 3.0, 0.0, 13.0, 54.0, 1.0, 4.0, 3.0, 0.0, 7.0, 36.0, 0.0, 17.0, 1.0
 Ejea de los Caballeros, 2-008 -A, 471.0, 472.0, 336.0, 1.0, 337.0, 0.0, 7.0, 149.0, 0.0, 11.0, 2.0, 0.0, 14.0, 92.0, 1.0, 0.0, 0.0, 0.0, 4.0, 36.0, 0.0, 21.0, 0.0
 Ejea de los Caballeros, 2-008 -B, 538.0, 538.0, 389.0, 2.0, 391.0, 5.0, 8.0, 174.0, 0.0, 13.0, 2.0, 0.0, 13.0, 90.0, 0.0, 1.0, 2.0, 0.0, 12.0, 42.0, 0.0, 29.0, 0.0
 El Burgo de Ebro, 1-001 -A, 543.0, 543.0, 405.0, 2.0, 407.0, 20.0, 0.0, 106.0, 0.0, 16.0, 4.0, 4.0, 14.0, 100.0, 0.0, 7.0, 1.0, 0.0, 8.0, 97.0, 0.0, 28.0, 2.0
 El Burgo de Ebro, 1-001 -B, 657.0, 657.0, 453.0, 0.0, 453.0, 9.0, 10.0, 130.0, 0.0, 22.0, 1.0, 5.0, 20.0, 103.0, 0.0, 2.0, 0.0, 0.0, 16.0, 102.0, 2.0, 29.0, 2.0
 El Burgo de Ebro, 1-001 -C, 587.0, 587.0, 436.0, 0.0, 436.0, 4.0, 7.0, 126.0, 0.0, 12.0, 3.0, 7.0, 12.0, 101.0, 0.0, 4.0, 6.0, 0.0, 16.0, 101.0, 0.0, 36.0, 1.0
 El Buste, 1-001 -U, 63.0, 63.0, 56.0, 0.0, 56.0, 0.0, 1.0, 26.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 0.0, 0.0, 0.0, 0.0, 1.0, 7.0, 0.0, 3.0, 0.0
 El Frago, 1-001 -U, 105.0, 105.0, 78.0, 0.0, 78.0, 0.0, 1.0, 11.0, 0.0, 6.0, 0.0, 0.0, 2.0, 23.0, 0.0, 0.0, 1.0, 0.0, 1.0, 19.0, 0.0, 13.0, 1.0
 El Frasno, 1-001 -U, 372.0, 372.0, 285.0, 0.0, 285.0, 1.0, 3.0, 132.0, 0.0, 2.0, 0.0, 0.0, 5.0, 72.0, 0.0, 0.0, 0.0, 0.0, 23.0, 32.0, 2.0, 13.0, 0.0
 Embid de Ariza, 1-001 -U, 44.0, 44.0, 35.0, 0.0, 35.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 0.0, 1.0, 16.0, 5.0, 0.0, 3.0, 0.0
